,Gender,EthnicGroup,ParentEduc,LunchType,NumberofSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
12512,M,group C,some high school,standard,0,school_bus,< 5,69,72,58
12513,M,group E,bachelor's degree,free/reduced,4,private,5 - 10,67,65,63
12514,M,group D,bachelor's degree,standard,4,school_bus,5 - 10,77,81,79
12515,M,group C,bachelor's degree,standard,1,private,> 10,100,94,93
12516,M,group C,bachelor's degree,standard,2,school_bus,5 - 10,62,70,75
12517,M,group C,some college,free/reduced,4,private,5 - 10,63,85,85
12518,M,group E,some high school,standard,4,school_bus,> 10,71,49,47
12519,M,group C,high school,free/reduced,7,private,> 10,62,54,53
12520,M,group B,bachelor's degree,standard,1,private,5 - 10,62,73,70
12521,M,group D,some high school,standard,2,school_bus,< 5,57,65,66
12522,M,group B,some high school,standard,5,private,< 5,58,54,47
12523,M,group E,some high school,standard,2,private,5 - 10,49,56,59
12524,M,group E,some high school,standard,2,school_bus,> 10,93,74,76
12525,M,group D,bachelor's degree,free/reduced,2,school_bus,5 - 10,61,63,64
12526,M,group E,master's degree,free/reduced,0,private,> 10,88,74,76
12527,M,group D,some college,free/reduced,5,school_bus,5 - 10,55,66,68
12528,M,group C,some high school,standard,3,school_bus,> 10,82,88,82
12529,M,group D,master's degree,standard,3,school_bus,5 - 10,83,88,97
12530,M,group D,some college,standard,0,school_bus,5 - 10,67,70,77
12531,M,group C,bachelor's degree,free/reduced,0,private,> 10,78,65,68
12532,M,group B,associate's degree,standard,3,school_bus,< 5,57,55,57
12533,M,group C,some college,standard,1,school_bus,5 - 10,64,60,58
12534,M,group B,some high school,free/reduced,1,school_bus,5 - 10,58,50,43
12535,M,group B,associate's degree,free/reduced,2,private,5 - 10,66,71,68
12536,M,group B,bachelor's degree,free/reduced,2,school_bus,5 - 10,84,95,97
12537,M,group C,some college,standard,0,school_bus,< 5,64,55,55
12538,M,group C,high school,standard,3,private,5 - 10,44,59,53
12539,M,group A,master's degree,standard,3,school_bus,5 - 10,67,66,63
12540,M,group B,associate's degree,free/reduced,0,private,5 - 10,71,91,92
12541,M,group C,master's degree,free/reduced,2,school_bus,5 - 10,49,62,62
12542,M,group C,some high school,free/reduced,1,private,5 - 10,66,74,69
12543,M,group D,some high school,standard,3,private,5 - 10,74,77,77
12544,M,group D,master's degree,standard,1,school_bus,5 - 10,91,100,100
12545,M,group C,high school,standard,1,school_bus,5 - 10,64,80,75
12546,M,group B,bachelor's degree,standard,2,school_bus,5 - 10,73,66,68
12547,M,group D,some college,standard,0,private,< 5,74,65,69
12548,M,group C,high school,standard,2,private,< 5,50,55,55
12549,M,group D,associate's degree,standard,1,school_bus,5 - 10,82,74,80
12550,M,group D,some high school,standard,4,school_bus,5 - 10,42,49,52
12551,M,group B,some college,free/reduced,2,school_bus,> 10,37,37,29
12552,M,group A,associate's degree,standard,5,private,> 10,88,91,92
12553,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,58,54,52
12554,M,group D,bachelor's degree,standard,5,private,> 10,79,79,74
12555,M,group C,some high school,free/reduced,1,school_bus,5 - 10,58,61,66
12556,M,group B,some college,free/reduced,1,school_bus,5 - 10,39,40,43
12557,M,group D,associate's degree,free/reduced,2,school_bus,5 - 10,75,74,76
12558,M,group C,some high school,free/reduced,3,school_bus,> 10,49,53,58
12559,M,group D,associate's degree,standard,3,school_bus,< 5,69,74,71
12560,M,group D,some college,standard,3,private,5 - 10,55,61,66
12561,M,group D,some high school,standard,3,private,5 - 10,83,73,65
12562,M,group C,some high school,standard,1,school_bus,> 10,67,66,69
12563,M,group D,some college,standard,4,school_bus,5 - 10,81,70,72
12564,M,group C,associate's degree,standard,1,private,5 - 10,71,64,67
12565,M,group C,bachelor's degree,standard,2,school_bus,5 - 10,66,65,68
12566,M,group D,some high school,standard,2,private,5 - 10,68,85,89
12567,M,group B,bachelor's degree,free/reduced,5,private,5 - 10,63,78,72
12568,M,group B,some high school,free/reduced,2,private,5 - 10,62,84,87
12569,M,group D,some high school,standard,4,school_bus,> 10,57,51,42
12570,M,group C,bachelor's degree,standard,3,school_bus,< 5,61,67,66
12571,M,group D,bachelor's degree,standard,4,private,5 - 10,78,72,82
12572,M,group A,some high school,free/reduced,4,school_bus,5 - 10,51,45,45
12573,M,group C,some college,standard,3,private,< 5,74,90,86
12574,M,group C,master's degree,free/reduced,3,school_bus,5 - 10,49,46,51
12575,M,group E,master's degree,standard,3,school_bus,5 - 10,79,88,82
12576,M,group D,associate's degree,standard,2,private,< 5,78,91,84
12577,M,group B,some high school,standard,3,private,5 - 10,71,64,65
12578,M,group E,high school,standard,2,private,< 5,92,90,83
12579,M,group B,bachelor's degree,free/reduced,2,school_bus,< 5,55,67,66
12580,M,group C,high school,standard,4,school_bus,< 5,71,69,69
12581,M,group C,high school,standard,1,school_bus,> 10,73,83,86
12582,M,group D,some high school,standard,0,school_bus,5 - 10,78,100,100
12583,M,group E,associate's degree,standard,3,school_bus,5 - 10,88,96,100
12584,M,group B,some college,standard,0,school_bus,< 5,72,78,79
12585,M,group C,some college,standard,2,school_bus,5 - 10,74,75,86
12586,M,group B,high school,free/reduced,1,school_bus,< 5,32,23,27
12587,M,group E,some high school,standard,1,school_bus,5 - 10,60,57,56
12588,M,group B,bachelor's degree,standard,3,school_bus,> 10,73,57,53
12589,M,group C,associate's degree,standard,5,school_bus,< 5,82,81,70
12590,M,group C,associate's degree,standard,1,private,5 - 10,51,65,58
12591,M,group C,some high school,standard,2,school_bus,5 - 10,48,55,51
12592,M,group D,some high school,free/reduced,5,school_bus,< 5,62,74,75
12593,M,group A,associate's degree,free/reduced,6,school_bus,5 - 10,76,94,94
12594,M,group D,some college,standard,4,private,< 5,86,84,91
12595,M,group C,some high school,free/reduced,2,school_bus,5 - 10,46,53,59
12596,M,group D,high school,standard,3,school_bus,> 10,67,76,77
12597,M,group B,bachelor's degree,standard,0,private,5 - 10,61,64,66
12598,M,group C,some high school,free/reduced,1,school_bus,5 - 10,83,80,78
12599,M,group E,some high school,free/reduced,1,school_bus,5 - 10,56,55,60
12600,M,group D,high school,standard,0,school_bus,5 - 10,55,64,59
12601,M,group D,master's degree,free/reduced,1,school_bus,< 5,61,79,78
12602,M,group D,high school,standard,3,school_bus,< 5,64,61,55
12603,M,group C,associate's degree,free/reduced,4,private,< 5,43,51,45
12604,M,group A,some college,standard,0,school_bus,< 5,81,77,74
12605,M,group E,high school,free/reduced,3,school_bus,< 5,84,76,76
12606,M,group D,bachelor's degree,standard,1,private,5 - 10,92,100,100
12607,M,group B,associate's degree,free/reduced,4,private,> 10,70,84,79
12608,M,group C,associate's degree,standard,1,private,< 5,56,48,51
12609,M,group C,some high school,standard,1,school_bus,5 - 10,68,73,63
12610,M,group C,some high school,free/reduced,5,school_bus,< 5,31,46,41
12611,M,group C,associate's degree,standard,2,private,< 5,82,73,71
12612,M,group C,some college,standard,2,school_bus,< 5,65,87,91
12613,M,group C,high school,standard,0,school_bus,5 - 10,64,65,63
12614,M,group C,master's degree,free/reduced,1,private,5 - 10,91,84,87
12615,M,group B,some college,standard,3,school_bus,> 10,60,57,56
12616,M,group C,high school,standard,4,school_bus,5 - 10,76,80,75
12617,M,group C,associate's degree,free/reduced,1,school_bus,> 10,72,64,59
12618,M,group B,master's degree,standard,1,school_bus,5 - 10,40,61,53
12619,M,group C,some college,free/reduced,3,private,> 10,53,61,60
12620,M,group C,high school,standard,3,private,> 10,88,74,66
12621,M,group C,some college,free/reduced,2,private,5 - 10,53,70,64
12622,M,group D,some college,standard,4,school_bus,< 5,38,48,48
12623,M,group C,high school,standard,3,school_bus,< 5,59,71,77
12624,M,group C,bachelor's degree,free/reduced,5,school_bus,> 10,78,92,92
12625,M,group E,some high school,standard,1,school_bus,5 - 10,89,81,77
12626,M,group C,associate's degree,free/reduced,1,private,5 - 10,60,74,73
12627,M,group B,some college,standard,1,private,5 - 10,42,39,38
12628,M,group E,some college,free/reduced,3,private,5 - 10,88,81,83
12629,M,group B,some high school,standard,2,school_bus,> 10,79,65,66
12630,M,group D,some high school,standard,2,private,5 - 10,58,55,56
12631,M,group C,some college,free/reduced,1,school_bus,< 5,57,85,83
12632,M,group C,associate's degree,standard,1,private,5 - 10,71,61,52
12633,M,group D,some college,standard,0,private,5 - 10,58,78,76
12634,M,group D,associate's degree,free/reduced,3,private,< 5,36,43,48
12635,M,group C,some college,standard,2,school_bus,5 - 10,59,65,70
12636,M,group C,some high school,free/reduced,1,school_bus,> 10,55,56,57
12637,M,group B,bachelor's degree,free/reduced,1,private,5 - 10,78,97,94
12638,M,group C,associate's degree,standard,0,school_bus,5 - 10,70,87,81
12639,M,group D,bachelor's degree,standard,1,school_bus,5 - 10,81,84,92
12640,M,group C,associate's degree,standard,0,private,5 - 10,68,87,87
12641,M,group E,associate's degree,free/reduced,1,school_bus,5 - 10,95,92,89
12642,M,group E,some high school,standard,7,private,< 5,66,74,70
12643,M,group C,some college,standard,4,school_bus,5 - 10,66,60,59
12644,M,group C,associate's degree,standard,1,private,5 - 10,39,31,28
12645,M,group D,high school,standard,1,private,5 - 10,85,97,94
12646,M,group E,some high school,standard,1,school_bus,5 - 10,57,57,56
12647,M,group D,some college,free/reduced,2,private,5 - 10,52,56,55
12648,M,group B,associate's degree,standard,1,private,5 - 10,79,84,86
12649,M,group B,some high school,standard,3,private,5 - 10,58,63,60
12650,M,group C,some high school,standard,3,school_bus,5 - 10,79,76,71
12651,M,group C,high school,standard,5,private,< 5,81,84,77
12652,M,group B,master's degree,standard,3,private,< 5,83,98,98
12653,M,group D,some high school,standard,0,school_bus,5 - 10,51,65,62
12654,M,group C,some high school,standard,4,private,< 5,61,69,70
12655,M,group A,some college,standard,1,school_bus,< 5,71,66,62
12656,M,group B,some college,free/reduced,2,school_bus,5 - 10,76,65,71
12657,M,group A,some high school,standard,1,private,5 - 10,56,61,62
12658,M,group B,master's degree,free/reduced,3,private,5 - 10,63,61,62
12659,M,group A,some high school,standard,1,private,< 5,71,62,57
12660,M,group C,some college,standard,1,school_bus,< 5,65,70,68
12661,M,group E,some college,standard,4,school_bus,5 - 10,57,52,48
12662,M,group C,bachelor's degree,free/reduced,5,school_bus,5 - 10,71,72,69
12663,M,group C,some high school,standard,1,school_bus,< 5,67,62,61
12664,M,group B,some high school,free/reduced,1,school_bus,< 5,46,64,54
12665,M,group B,bachelor's degree,standard,1,private,< 5,69,68,73
12666,M,group B,some high school,free/reduced,1,school_bus,5 - 10,32,43,40
12667,M,group B,some high school,free/reduced,3,school_bus,< 5,32,41,33
12668,M,group C,high school,free/reduced,2,private,5 - 10,51,57,57
12669,M,group B,some high school,standard,3,school_bus,> 10,81,96,90
12670,M,group C,some college,standard,1,private,5 - 10,77,85,85
12671,M,group D,some high school,standard,3,school_bus,> 10,95,86,82
12672,M,group B,high school,standard,3,private,5 - 10,79,95,92
12673,M,group B,bachelor's degree,standard,2,school_bus,5 - 10,93,77,76
12674,M,group C,associate's degree,free/reduced,2,school_bus,5 - 10,79,89,90
12675,M,group B,some high school,standard,3,school_bus,5 - 10,65,71,80
12676,M,group B,some college,standard,5,school_bus,> 10,49,51,46
12677,M,group D,associate's degree,free/reduced,1,school_bus,> 10,72,59,70
12678,M,group B,associate's degree,standard,1,school_bus,> 10,75,82,81
12679,M,group E,some college,standard,2,private,> 10,88,81,79
12680,M,group E,some high school,standard,3,school_bus,< 5,70,77,76
12681,M,group C,some college,free/reduced,0,school_bus,< 5,37,51,55
12682,M,group D,associate's degree,standard,2,school_bus,> 10,90,96,97
12683,M,group D,high school,standard,5,private,5 - 10,66,65,75
12684,M,group C,some college,free/reduced,1,private,< 5,49,73,66
12685,M,group E,high school,free/reduced,4,school_bus,5 - 10,58,80,75
12686,M,group C,some high school,standard,3,private,< 5,70,59,63
12687,M,group C,some high school,standard,3,private,5 - 10,47,53,54
12688,M,group A,master's degree,standard,2,school_bus,5 - 10,64,73,69
12689,M,group C,some high school,free/reduced,1,school_bus,5 - 10,45,54,48
12690,M,group B,some college,free/reduced,2,private,5 - 10,53,64,58
12691,M,group D,master's degree,free/reduced,2,private,> 10,47,53,47
12692,M,group B,some high school,standard,3,private,5 - 10,50,55,63
12693,M,group D,some high school,free/reduced,2,school_bus,> 10,64,83,69
12694,M,group A,high school,free/reduced,3,school_bus,5 - 10,47,59,57
12695,M,group A,high school,standard,4,private,5 - 10,93,83,87
12696,M,group D,master's degree,standard,0,school_bus,5 - 10,81,86,80
12697,M,group E,some college,free/reduced,1,private,5 - 10,67,66,58
12698,M,group C,some college,standard,1,school_bus,< 5,57,66,68
12699,M,group C,master's degree,standard,0,private,> 10,93,91,90
12700,M,group B,some college,standard,1,school_bus,< 5,69,68,63
12701,M,group C,some high school,free/reduced,4,school_bus,5 - 10,50,51,48
12702,M,group E,some college,free/reduced,0,school_bus,5 - 10,90,81,77
12703,M,group A,some college,free/reduced,2,school_bus,> 10,73,66,68
12704,M,group E,high school,standard,4,private,< 5,83,85,88
12705,M,group D,master's degree,free/reduced,4,private,5 - 10,49,55,54
12706,M,group C,some high school,free/reduced,1,private,5 - 10,28,17,17
12707,M,group B,associate's degree,free/reduced,1,private,5 - 10,58,57,53
12708,M,group D,some high school,standard,5,private,5 - 10,51,65,57
12709,M,group C,high school,free/reduced,0,school_bus,5 - 10,43,44,35
12710,M,group C,associate's degree,free/reduced,0,school_bus,< 5,64,69,59
12711,M,group D,high school,free/reduced,2,private,< 5,70,82,84
12712,M,group D,some college,standard,4,school_bus,5 - 10,62,79,76
12713,M,group E,some college,standard,1,school_bus,< 5,63,54,54
12714,M,group B,associate's degree,standard,1,private,5 - 10,97,96,100
12715,M,group C,some college,standard,1,school_bus,> 10,98,88,80
12716,M,group D,some high school,standard,2,school_bus,5 - 10,78,70,72
12717,M,group D,associate's degree,standard,5,school_bus,5 - 10,89,78,77
12718,M,group C,some college,free/reduced,3,school_bus,5 - 10,54,51,51
12719,M,group D,some college,free/reduced,1,school_bus,5 - 10,62,79,78
12720,M,group B,high school,standard,3,private,< 5,52,41,38
12721,M,group C,bachelor's degree,free/reduced,0,school_bus,5 - 10,77,69,74
12722,M,group C,master's degree,standard,2,private,5 - 10,79,80,78
12723,M,group B,some college,standard,3,school_bus,< 5,67,70,80
12724,M,group D,associate's degree,standard,1,private,5 - 10,95,100,100
12725,M,group C,some college,free/reduced,3,private,5 - 10,47,48,49
12726,M,group C,some high school,standard,0,private,> 10,73,70,63
12727,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,58,55,58
12728,M,group C,associate's degree,standard,1,school_bus,5 - 10,81,84,78
12729,M,group D,some college,standard,1,private,> 10,90,81,79
12730,M,group C,some college,standard,4,private,5 - 10,71,72,67
12731,M,group C,some college,free/reduced,1,private,5 - 10,57,57,53
12732,M,group B,some high school,standard,1,school_bus,5 - 10,80,80,78
12733,M,group C,some college,standard,3,private,< 5,72,70,69
12734,M,group C,high school,standard,2,school_bus,5 - 10,82,86,86
12735,M,group C,high school,standard,3,private,5 - 10,63,62,61
12736,M,group B,some high school,free/reduced,4,private,5 - 10,45,57,55
12737,M,group D,some high school,standard,2,school_bus,5 - 10,96,76,78
12738,M,group C,high school,standard,0,private,5 - 10,62,70,70
12739,M,group A,high school,free/reduced,3,private,5 - 10,56,48,54
12740,M,group D,some college,free/reduced,0,school_bus,> 10,83,77,77
12741,M,group C,some college,standard,2,school_bus,5 - 10,67,69,65
12742,M,group C,some college,free/reduced,3,school_bus,5 - 10,53,62,57
12743,M,group C,high school,free/reduced,5,private,5 - 10,75,86,85
12744,M,group B,some college,free/reduced,4,school_bus,> 10,53,78,76
12745,M,group B,associate's degree,standard,4,private,5 - 10,67,78,76
12746,M,group B,associate's degree,standard,4,school_bus,5 - 10,70,64,67
12747,M,group C,some college,standard,1,school_bus,< 5,73,60,61
12748,M,group A,high school,free/reduced,1,school_bus,5 - 10,56,63,60
12749,M,group D,master's degree,free/reduced,5,school_bus,5 - 10,78,89,87
12750,M,group B,some college,free/reduced,5,school_bus,< 5,53,71,65
12751,M,group D,high school,standard,1,school_bus,5 - 10,59,66,62
12752,M,group D,high school,standard,1,private,> 10,58,47,50
12753,M,group C,associate's degree,standard,3,private,5 - 10,70,82,88
12754,M,group C,associate's degree,free/reduced,0,private,< 5,56,62,67
12755,M,group D,some high school,standard,3,school_bus,> 10,81,64,69
12756,M,group D,some high school,standard,1,school_bus,5 - 10,89,85,94
12757,M,group C,some college,standard,3,private,< 5,52,47,51
12758,M,group A,high school,standard,2,private,5 - 10,91,89,86
12759,M,group B,some college,standard,4,school_bus,5 - 10,52,66,63
12760,M,group D,some high school,standard,2,private,> 10,69,72,78
12761,M,group B,high school,standard,1,school_bus,> 10,88,100,100
12762,M,group A,some high school,free/reduced,1,school_bus,< 5,34,46,45
12763,M,group B,some college,free/reduced,3,school_bus,5 - 10,29,38,37
12764,M,group B,some high school,standard,2,private,> 10,85,75,70
12765,M,group B,some college,standard,2,school_bus,> 10,56,57,55
12766,M,group A,master's degree,standard,1,school_bus,< 5,67,63,70
12767,M,group D,some college,free/reduced,1,school_bus,> 10,60,56,52
12768,M,group D,associate's degree,standard,1,private,5 - 10,56,71,70
12769,M,group D,associate's degree,free/reduced,0,school_bus,5 - 10,65,75,74
12770,M,group A,some college,standard,2,school_bus,> 10,64,62,63
12771,M,group A,high school,standard,4,private,< 5,44,57,53
12772,M,group D,some high school,free/reduced,1,private,5 - 10,28,43,38
12773,M,group C,some college,standard,7,school_bus,5 - 10,61,50,51
12774,M,group E,high school,free/reduced,1,school_bus,< 5,74,76,64
12775,M,group D,bachelor's degree,free/reduced,3,school_bus,< 5,61,60,64
12776,M,group D,associate's degree,standard,1,school_bus,> 10,51,62,59
12777,M,group E,some high school,free/reduced,2,school_bus,5 - 10,75,81,76
12778,M,group D,some college,free/reduced,5,school_bus,< 5,59,71,67
12779,M,group C,some college,free/reduced,1,private,< 5,67,85,84
12780,M,group C,bachelor's degree,standard,4,school_bus,5 - 10,96,100,100
12781,M,group D,high school,standard,1,private,5 - 10,76,73,73
12782,M,group C,bachelor's degree,standard,3,school_bus,5 - 10,80,84,88
12783,M,group A,associate's degree,free/reduced,1,private,< 5,27,37,39
12784,M,group C,some college,standard,1,private,5 - 10,64,83,80
12785,M,group C,high school,standard,3,private,> 10,62,55,53
12786,M,group C,some high school,standard,2,private,< 5,66,76,74
12787,M,group A,associate's degree,free/reduced,1,private,5 - 10,50,58,57
12788,M,group D,some high school,free/reduced,1,school_bus,5 - 10,55,67,65
12789,M,group C,some high school,standard,1,school_bus,5 - 10,90,93,79
12790,M,group C,high school,standard,2,school_bus,5 - 10,62,63,53
12791,M,group B,some college,standard,0,private,5 - 10,57,65,62
12792,M,group A,bachelor's degree,standard,3,school_bus,< 5,55,56,64
12793,M,group D,associate's degree,standard,1,private,< 5,81,77,79
12794,M,group C,some college,standard,3,private,5 - 10,62,63,61
12795,M,group D,some college,free/reduced,1,private,5 - 10,56,57,56
12796,M,group C,associate's degree,standard,2,school_bus,5 - 10,66,60,52
12797,M,group C,associate's degree,standard,4,private,> 10,63,60,57
12798,M,group D,some college,free/reduced,4,private,< 5,79,88,92
12799,M,group B,some high school,standard,3,school_bus,5 - 10,67,61,56
12800,M,group B,some college,free/reduced,0,school_bus,< 5,50,55,48
12801,M,group C,bachelor's degree,free/reduced,1,private,< 5,57,62,67
12802,M,group B,high school,standard,3,school_bus,< 5,43,47,38
12803,M,group E,some high school,standard,1,private,5 - 10,73,74,59
12804,M,group B,some college,standard,2,school_bus,< 5,71,78,76
12805,M,group D,associate's degree,standard,3,school_bus,> 10,92,87,97
12806,M,group E,some high school,standard,2,school_bus,5 - 10,62,62,53
12807,M,group A,some high school,standard,1,school_bus,5 - 10,77,87,89
12808,M,group B,some college,standard,2,school_bus,> 10,60,70,74
12809,M,group C,bachelor's degree,standard,4,private,< 5,65,81,81
12810,M,group C,high school,free/reduced,1,private,5 - 10,79,76,76
12811,M,group C,some college,standard,1,school_bus,> 10,78,90,86
12812,M,group C,some college,free/reduced,1,school_bus,< 5,48,75,74
12813,M,group B,bachelor's degree,standard,1,private,5 - 10,22,23,19
12814,M,group D,some high school,standard,2,private,5 - 10,84,76,79
12815,M,group D,some high school,standard,2,school_bus,5 - 10,75,83,84
12816,M,group D,high school,standard,2,private,> 10,80,82,86
12817,M,group B,associate's degree,standard,3,school_bus,5 - 10,100,98,97
12818,M,group D,associate's degree,standard,4,school_bus,> 10,100,98,100
12819,M,group C,bachelor's degree,standard,3,private,5 - 10,71,77,76
12820,M,group C,some college,free/reduced,0,private,5 - 10,54,57,49
12821,M,group C,master's degree,standard,3,school_bus,> 10,63,54,53
12822,M,group B,high school,free/reduced,2,school_bus,5 - 10,50,50,47
12823,M,group E,associate's degree,standard,0,school_bus,> 10,100,94,94
12824,M,group B,associate's degree,free/reduced,3,private,5 - 10,60,55,58
12825,M,group C,some high school,free/reduced,3,private,> 10,73,92,87
12826,M,group C,associate's degree,free/reduced,4,private,> 10,56,75,79
12827,M,group D,bachelor's degree,free/reduced,3,school_bus,< 5,63,67,67
12828,M,group A,associate's degree,standard,3,private,5 - 10,75,86,85
12829,M,group A,some college,standard,0,private,5 - 10,85,78,82
12830,M,group C,bachelor's degree,standard,1,private,< 5,81,87,89
12831,M,group A,associate's degree,free/reduced,3,private,< 5,79,91,91
12832,M,group A,high school,standard,2,private,< 5,57,57,55
12833,M,group D,bachelor's degree,free/reduced,5,school_bus,< 5,41,43,41
12834,M,group D,some high school,standard,1,school_bus,< 5,72,81,74
12835,M,group C,associate's degree,standard,2,private,< 5,85,91,94
12836,M,group E,some college,free/reduced,3,private,5 - 10,90,90,78
12837,M,group D,some college,standard,5,private,5 - 10,65,79,72
12838,M,group D,high school,standard,2,school_bus,> 10,77,74,80
12839,M,group D,associate's degree,standard,1,school_bus,< 5,70,77,88
12840,M,group A,some college,standard,2,school_bus,5 - 10,49,59,54
12841,M,group C,some college,free/reduced,2,private,5 - 10,67,53,49
12842,M,group E,bachelor's degree,free/reduced,3,private,5 - 10,62,63,69
12843,M,group D,some college,standard,1,private,5 - 10,70,65,63
12844,M,group B,master's degree,standard,3,school_bus,5 - 10,78,68,81
12845,M,group C,some college,standard,3,private,5 - 10,47,45,41
12846,M,group C,bachelor's degree,standard,0,school_bus,5 - 10,74,60,62
12847,M,group D,associate's degree,standard,4,private,< 5,74,84,84
12848,M,group B,some college,standard,3,school_bus,< 5,76,79,74
12849,M,group C,high school,standard,2,school_bus,< 5,57,54,59
12850,M,group E,some college,standard,0,school_bus,5 - 10,52,51,57
12851,M,group A,some high school,free/reduced,3,private,< 5,59,74,72
12852,M,group D,associate's degree,free/reduced,1,private,> 10,39,42,44
12853,M,group A,high school,standard,1,school_bus,5 - 10,79,88,92
12854,M,group D,some high school,standard,1,school_bus,< 5,67,80,84
12855,M,group C,some high school,free/reduced,3,school_bus,5 - 10,50,48,47
12856,M,group B,some college,standard,0,school_bus,5 - 10,79,85,88
12857,M,group D,associate's degree,standard,4,private,5 - 10,85,86,91
12858,M,group C,high school,standard,0,school_bus,< 5,79,89,88
12859,M,group D,associate's degree,standard,2,private,5 - 10,59,52,56
12860,M,group C,some college,free/reduced,2,private,< 5,47,55,49
12861,M,group D,some college,standard,2,school_bus,5 - 10,62,71,69
12862,M,group E,some high school,free/reduced,2,private,< 5,63,69,70
12863,M,group A,master's degree,standard,2,school_bus,5 - 10,80,89,91
12864,M,group C,some high school,standard,3,private,5 - 10,78,88,92
12865,M,group C,associate's degree,standard,4,private,5 - 10,83,94,87
12866,M,group B,some college,free/reduced,3,school_bus,5 - 10,41,54,50
12867,M,group E,master's degree,standard,0,private,5 - 10,90,81,76
12868,M,group A,some college,standard,4,school_bus,< 5,65,65,65
12869,M,group C,master's degree,free/reduced,3,private,5 - 10,56,58,52
12870,M,group A,high school,free/reduced,0,school_bus,5 - 10,41,49,56
12871,M,group C,high school,standard,1,private,5 - 10,75,70,73
12872,M,group C,master's degree,free/reduced,1,school_bus,< 5,65,72,72
12873,M,group B,master's degree,free/reduced,3,private,> 10,58,56,53
12874,M,group D,bachelor's degree,free/reduced,1,school_bus,> 10,78,81,79
12875,M,group C,high school,standard,3,school_bus,5 - 10,75,91,85
12876,M,group D,bachelor's degree,free/reduced,4,private,< 5,57,68,74
12877,M,group D,some college,standard,3,school_bus,> 10,89,88,90
12878,M,group D,bachelor's degree,free/reduced,5,school_bus,5 - 10,58,65,66
12879,M,group D,master's degree,standard,2,private,5 - 10,93,82,84
12880,M,group D,master's degree,standard,1,school_bus,5 - 10,97,83,91
12881,M,group E,associate's degree,standard,2,private,5 - 10,61,81,79
12882,M,group C,some high school,standard,1,private,> 10,86,88,85
12883,M,group D,some college,standard,0,school_bus,5 - 10,69,79,79
12884,M,group C,high school,standard,0,school_bus,< 5,64,73,68
12885,M,group C,associate's degree,free/reduced,1,school_bus,< 5,43,43,47
12886,M,group B,some college,standard,0,private,< 5,83,98,98
12887,M,group D,some high school,free/reduced,0,private,< 5,31,47,49
12888,M,group D,associate's degree,standard,3,private,< 5,85,96,98
12889,M,group C,associate's degree,standard,3,private,< 5,81,79,75
12890,M,group C,associate's degree,standard,3,school_bus,< 5,60,53,48
12891,M,group D,bachelor's degree,free/reduced,1,school_bus,5 - 10,88,96,94
12892,M,group D,some high school,free/reduced,2,private,> 10,67,77,71
12893,M,group D,some college,standard,1,school_bus,5 - 10,50,39,37
12894,M,group B,some college,free/reduced,1,school_bus,< 5,60,57,49
12895,M,group D,some college,standard,4,private,< 5,69,65,53
12896,M,group A,some high school,standard,1,school_bus,5 - 10,53,64,63
12897,M,group C,bachelor's degree,free/reduced,2,private,< 5,65,75,77
12898,M,group D,associate's degree,standard,1,school_bus,> 10,83,97,95
12899,M,group E,some college,standard,2,school_bus,5 - 10,58,57,55
12900,M,group A,associate's degree,standard,2,private,> 10,63,70,67
12901,M,group C,associate's degree,standard,1,school_bus,5 - 10,77,78,73
12902,M,group B,bachelor's degree,standard,0,school_bus,5 - 10,80,73,77
12903,M,group B,associate's degree,standard,3,private,< 5,91,89,91
12904,M,group D,some college,free/reduced,1,private,5 - 10,60,80,70
12905,M,group B,high school,standard,2,school_bus,< 5,67,82,81
12906,M,group C,bachelor's degree,standard,3,private,< 5,81,86,82
12907,M,group E,some high school,standard,2,private,5 - 10,46,57,53
12908,M,group C,associate's degree,standard,3,school_bus,> 10,78,89,90
12909,M,group D,some college,standard,1,private,> 10,73,69,67
12910,M,group E,associate's degree,standard,3,school_bus,5 - 10,72,72,72
12911,M,group B,some college,free/reduced,3,school_bus,< 5,51,47,37
12912,M,group D,high school,standard,1,private,> 10,80,71,74
12913,M,group C,some high school,standard,3,school_bus,5 - 10,79,94,96
12914,M,group E,some high school,standard,2,school_bus,< 5,89,97,95
12915,M,group C,master's degree,standard,3,private,5 - 10,77,56,60
12916,M,group D,bachelor's degree,standard,2,school_bus,5 - 10,82,93,98
12917,M,group B,high school,standard,2,school_bus,5 - 10,57,69,66
12918,M,group B,bachelor's degree,free/reduced,3,private,> 10,75,72,72
12919,M,group E,some college,standard,4,private,5 - 10,65,65,72
12920,M,group B,bachelor's degree,standard,1,school_bus,5 - 10,57,67,66
12921,M,group D,high school,standard,4,private,5 - 10,71,78,79
12922,M,group D,some college,standard,3,private,5 - 10,72,66,67
12923,M,group B,high school,free/reduced,2,private,5 - 10,62,58,59
12924,M,group B,associate's degree,standard,2,school_bus,> 10,60,63,67
12925,M,group B,associate's degree,free/reduced,2,private,5 - 10,83,84,79
12926,M,group D,high school,free/reduced,1,private,5 - 10,83,78,79
12927,M,group B,bachelor's degree,free/reduced,4,school_bus,5 - 10,73,90,94
12928,M,group E,some college,standard,3,school_bus,5 - 10,71,76,74
